row_id,Moisture_T30,Moisture_T15
820,-4.986958843,-6.71232239
821,-4.924472157,-6.017580208
822,-7.169162143,-6.915056858
823,-8.031739627,-6.439307015
824,-5.21164655,-4.369525949
825,-5.770665671,-5.907437591
826,-7.225454214,-6.86472769
827,-5.043006071,-6.608475081
828,-6.692686213,-6.040500047
829,-5.123643762,-6.049057373
830,-4.326388916,-6.05277898
831,-9.971256277,-9.407900429
832,-5.044792247,-6.371532073
833,-4.633599762,-5.612012498
834,-4.558146361,-4.695261547
835,-6.340531746,-5.738855377
836,-5.596115197,-6.245023387
837,-5.539746822,-5.186741563
838,-8.681414556,-10.42234365
839,-5.986489759,-4.550163139
840,-6.824942157,-5.493821481
841,-7.212673387,-6.257538657
842,-5.386113564,-5.201214681
843,-5.669445385,-5.332546483
844,-4.81450709,-4.763063394
845,-5.648927314,-5.193315781
846,-7.175033221,-7.157459072
847,-4.538799027,-5.730152461
848,-7.127720711,-6.949840425
849,-5.443789655,-5.540143876
850,-9.330362003,-7.639562917
851,-4.633599762,-5.612012498
852,-5.145528325,-5.539715349
853,-5.522136865,-5.288341841
854,-4.247722424,-5.603034098
855,-4.955251417,-5.72752149
856,-5.609932495,-6.918668551
857,-8.14338889,-5.934011556
858,-5.513840456,-4.418269158
859,-6.35151685,-5.445179575
860,-4.798305129,-4.698662712
861,-6.695180499,-5.863331185
862,-6.926671929,
863,-7.125551583,-4.532561101
864,-6.079604272,-7.355754614
865,-5.225059868,-5.238785864
866,-8.169023294,
867,-5.365600039,-5.35909691
868,-5.028574657,-5.507331904
869,-4.798305129,-4.698662712
870,-6.238139957,-3.999957041
871,-6.08986195,-5.865092623
872,-6.246219265,-7.742367893
